identificationID	agentID	agentRole
AAV3FF_00338_stomach_001_Tyhsanoessa macrura_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00337_stomach_002_Euphausiid_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00337_stomach_003_larval euphausiid_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00337_stomach_004_Crustecean_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00337_stomach_005_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00337_stomach_006_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00337_stomach_007_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00337_stomach_008_Crustecean_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00374_stomach_009_St wall_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00374_stomach_010_Mucus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00377_stomach_011_Euphausia superba_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00378_stomach_012_Euphausia superba_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00022_stomach_013_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00022_stomach_014_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00022_stomach_015_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00022_stomach_016_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00022_stomach_017_Other_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00025_stomach_018_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00025_stomach_019_Crustecean_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00025_stomach_020_Mucus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_021_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_022_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_023_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_024_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_025_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_026_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_027_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_028_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_029_Other_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00040_stomach_030_Other_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_031_Furcilia_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_032_Calyptotis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_033_Facet eye_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_034_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_035_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_036_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_037_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_038_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_039_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_040_Harpacticoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00041_stomach_041_Mucus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_042_Amphipod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_043_Primno macropa_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_044_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_045_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_046_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_047_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_048_Nauplius_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_049_Calyptotis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_050_Euphausia superba_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_051_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_052_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_053_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_054_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00028_stomach_055_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_056_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_057_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_058_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_059_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_060_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_061_Scaphocalanus vervoorti_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_062_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_063_Scaphocalanus vervoorti_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_064_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_065_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_066_Crustecean_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_067_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_068_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_069_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_070_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_071_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_072_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_073_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00029_stomach_074_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_075_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_076_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_077_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_078_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_079_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_080_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_081_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_082_Aetidius armatus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00037_stomach_083_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_084_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_085_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_086_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_087_Other_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_088_Euphausia superba_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_089_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_090_Mucus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_091_Crustecean_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_092_Scaphocalanus vervoorti_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00039_stomach_093_Amphipod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_094_Other_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_095_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_096_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_097_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_098_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_099_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_100_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_101_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_102_other_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_103_Crustecean_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_104_Other_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_105_Primno macropa_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_106_Euphausia superba_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_107_Euphausia superba_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_108_larval euphausiid_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_109_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_110_Undinella sp._ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_111_Mucus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00036_stomach_112_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_113_Primno macropa_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_114_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_115_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_116_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_117_Stephos longipes_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_118_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_119_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_120_Hyperiid_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_121_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_122_Primno macropa_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_123_Ctenocalanus vanus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_124_Ctenocalanus vanus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_125_Ctenocalanus vanus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_126_Oithona similis_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_127_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_128_Calanoid copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00024_stomach_129_Copepod_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00328_stomach_130_Paraeuchaeta antarctica_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00328_stomach_131_Cyllopus magellanicus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00331_stomach_132_Calanus propinquus_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00331_stomach_133_Hyperiella spp._ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00404_stomach_134_Thysanoessa macrura_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00405_stomach_135_/_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00248_stomach_136_Rhincalanus gigas_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00248_stomach_137_Siphonophora nectophore_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00248_stomach_138_Paraeuchaeta antarctica_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00249_stomach_139_Rhincalanus gigas_ID	AVdP_specimen_identifier	specimen identifier
AAV3FF_00281_stomach_140_/_ID	AVdP_specimen_identifier	specimen identifier
